dataset,specification,sample_size,outer_folds,model,zipcode_representation,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,result_source
Ames Housing,Extended,2000,5,OLS,Not applicable,0.1526936850929297,0.0189096957967453,0.0979538200746545,0.0046615776320429,0.8564271854029639,0.0292132757805866,5-fold sample-size experiment
Ames Housing,Extended,2000,5,Ridge,Not applicable,0.153620892474433,0.0202494433566575,0.0972936789246004,0.0044992414276486,0.8543059405709716,0.0333914192247052,5-fold sample-size experiment
Ames Housing,Extended,2000,5,Random Forest,Not applicable,0.1503528777896747,0.0212921736062801,0.0992719744934839,0.0065186624515463,0.8614351666022294,0.0282613160871751,5-fold sample-size experiment
Ames Housing,Extended,2000,5,XGBoost,Not applicable,0.1374313320440792,0.0164636347865034,0.0901333713254002,0.003035794389046,0.8846853170181002,0.0156814881039926,5-fold sample-size experiment
Ames Housing,Extended,2000,5,TabPFN,Not applicable,0.1284971839312125,0.0167282475503063,0.0817326687733158,0.0032132942142882,0.8990866515570073,0.0161663382931472,5-fold sample-size experiment
Ames Housing,Extended,2930,5,OLS,Not applicable,0.1409974738208098,0.0230139038952579,0.0921638172444253,0.0013379764414487,0.8779463206624308,0.0389788765022183,5-fold sample-size experiment
Ames Housing,Extended,2930,5,Ridge,Not applicable,0.1408135919116062,0.0237263824190933,0.0915211953460459,0.0019720605790704,0.8781314830542188,0.0401593116710614,5-fold sample-size experiment
Ames Housing,Extended,2930,5,Random Forest,Not applicable,0.1388948519934966,0.0122186631632121,0.0931781298060698,0.0043012298797847,0.883224931721925,0.0192511765331704,5-fold sample-size experiment
Ames Housing,Extended,2930,5,XGBoost,Not applicable,0.129578899025588,0.0130626768138934,0.0858508706196403,0.0033747529335659,0.898162037293962,0.0196732540814118,5-fold sample-size experiment
Ames Housing,Extended,2930,5,TabPFN,Not applicable,0.1194258261402631,0.0165908975933746,0.077257772586075,0.0039677229053931,0.912864035932315,0.0235241337921519,5-fold sample-size experiment
King County,Parsimonious,1000,5,OLS,Not applicable,0.3680554813222702,0.0207920626954867,0.2933523587452396,0.0154218781025724,0.5410426502344972,0.0496079776125728,5-fold sample-size experiment
King County,Parsimonious,1000,5,Ridge,Not applicable,0.3680961977845293,0.020789102154757,0.2935475598513716,0.0155780839283422,0.5409347593690556,0.0497009829051579,5-fold sample-size experiment
King County,Parsimonious,1000,5,Random Forest,Not applicable,0.3651573266186613,0.0229321266132959,0.2927088298591186,0.0202079747134756,0.5479322298812013,0.0553622526703856,5-fold sample-size experiment
King County,Parsimonious,1000,5,XGBoost,Not applicable,0.3536457074558939,0.0222434693017801,0.2838269462862413,0.0163714992203271,0.574988214844776,0.0616866023021925,5-fold sample-size experiment
King County,Parsimonious,1000,5,TabPFN,Not applicable,0.3452513291161695,0.0169443172014726,0.2749643673582579,0.0154723751947199,0.5931241405503035,0.0697016742109778,5-fold sample-size experiment
King County,Parsimonious,2500,5,OLS,Not applicable,0.3618048936552855,0.0107837213043926,0.2903884616152368,0.0081585976390447,0.5478973487258775,0.0315219475638729,5-fold sample-size experiment
King County,Parsimonious,2500,5,Ridge,Not applicable,0.3618373613110133,0.0108769051400821,0.2904684382046159,0.0082719673422525,0.5478130025801784,0.0316924162185547,5-fold sample-size experiment
King County,Parsimonious,2500,5,Random Forest,Not applicable,0.3542557760468864,0.0164219112646385,0.2799342614994759,0.0124931262187012,0.5656345288512178,0.0492176618555602,5-fold sample-size experiment
King County,Parsimonious,2500,5,XGBoost,Not applicable,0.3471430241905469,0.0123269415900638,0.2772443000960048,0.0087509331790489,0.5826377550924994,0.0469895914406084,5-fold sample-size experiment
King County,Parsimonious,2500,5,TabPFN,Not applicable,0.3364939434642788,0.0117081740850818,0.2642964771256453,0.0073889934283172,0.6084319124786581,0.0367890370000526,5-fold sample-size experiment
