"dataset","specification","sample_size","outer_folds","model","zipcode_representation","fold","rmse","mae","r2","best_params"
"King County","Parsimonious","1000","5","Random Forest","Not applicable","4","0.3771107821478199","0.3099269006140285","0.5637262828261809","{'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}"
"King County","Parsimonious","1000","5","Random Forest","Not applicable","5","0.3744165380264684","0.3000398042052732","0.4879422239382825","{'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","1000","5","XGBoost","Not applicable","1","0.375180221380468","0.2889978998407156","0.6248875547669215","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__subsample': 0.8}"
"King County","Parsimonious","1000","5","XGBoost","Not applicable","2","0.3453594902080829","0.2793727327711339","0.5043822746959736","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","1000","5","XGBoost","Not applicable","3","0.3188117757861513","0.2577907342640887","0.6380771575536017","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","1000","5","XGBoost","Not applicable","4","0.364837527129043","0.3001679185494579","0.5916616612310888","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__subsample': 0.8}"
"King County","Parsimonious","1000","5","XGBoost","Not applicable","5","0.3640395227757249","0.2928054460058103","0.5159324259762947","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__subsample': 0.8}"
"King County","Parsimonious","1000","5","TabPFN","Not applicable","1","0.3549646262779193","0.2749898104160535","0.6642223739319093","{}"
"King County","Parsimonious","1000","5","TabPFN","Not applicable","2","0.3459225085426629","0.2740977546355971","0.5027650073174723","{}"
"King County","Parsimonious","1000","5","TabPFN","Not applicable","3","0.3157583176154424","0.2502113294833968","0.6449766772824226","{}"
"King County","Parsimonious","1000","5","TabPFN","Not applicable","4","0.3540197411503856","0.2906408198285112","0.615517912698512","{}"
"King County","Parsimonious","1000","5","TabPFN","Not applicable","5","0.3555914519944375","0.2848821224277308","0.5381387315212011","{}"
"King County","Parsimonious","2500","5","OLS","Not applicable","1","0.3738232740550197","0.2995057542572218","0.510534688747014","{}"
"King County","Parsimonious","2500","5","OLS","Not applicable","2","0.3724135299375303","0.2912149065461571","0.5691916460698008","{}"
"King County","Parsimonious","2500","5","OLS","Not applicable","3","0.3556855184049957","0.2862203484671872","0.516630524343525","{}"
"King County","Parsimonious","2500","5","OLS","Not applicable","4","0.3577027041374827","0.29611432281885","0.5752522841547102","{}"
"King County","Parsimonious","2500","5","OLS","Not applicable","5","0.3493994417413993","0.2788869759867678","0.5678776003143374","{}"
"King County","Parsimonious","2500","5","Ridge","Not applicable","1","0.3740431751544737","0.2997647891402944","0.5099586645915557","{'model__alpha': 10}"
"King County","Parsimonious","2500","5","Ridge","Not applicable","2","0.3723947218561081","0.2912334317886151","0.5692351593868048","{'model__alpha': 1}"
"King County","Parsimonious","2500","5","Ridge","Not applicable","3","0.3556780454623232","0.2862262772196166","0.5166508352881558","{'model__alpha': 1}"
"King County","Parsimonious","2500","5","Ridge","Not applicable","4","0.3578370176507836","0.2962699611941415","0.5749332478822329","{'model__alpha': 10}"
"King County","Parsimonious","2500","5","Ridge","Not applicable","5","0.3492338464313782","0.278847731680412","0.568287105752143","{'model__alpha': 10}"
"King County","Parsimonious","2500","5","Random Forest","Not applicable","1","0.3747382191269012","0.295368217381767","0.5081357909267666","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","2500","5","Random Forest","Not applicable","2","0.3654444692325133","0.2866912286228796","0.5851644165902106","{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}"
"King County","Parsimonious","2500","5","Random Forest","Not applicable","3","0.3550393583660934","0.2781020182122515","0.5183851661295993","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","2500","5","Random Forest","Not applicable","4","0.3398629423259212","0.2778126563274569","0.6165628117355602","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}"
"King County","Parsimonious","2500","5","Random Forest","Not applicable","5","0.3361938911830028","0.2616971869530247","0.5999244588739524","{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}"
"King County","Parsimonious","2500","5","XGBoost","Not applicable","1","0.3656282804807341","0.291021009163562","0.5317596833480993","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","2500","5","XGBoost","Not applicable","2","0.3483449354347376","0.2736938132618236","0.6230773669186721","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","2500","5","XGBoost","Not applicable","3","0.3499758106309158","0.2788833724579765","0.5320247218593963","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","2500","5","XGBoost","Not applicable","4","0.337121155150299","0.2752380054569663","0.6227244871007105","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","2500","5","XGBoost","Not applicable","5","0.3346449392560478","0.2673853001396961","0.6036025162356184","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","2500","5","TabPFN","Not applicable","1","0.3519292274490816","0.2756526159197575","0.5661896422733057","{}"
"King County","Parsimonious","2500","5","TabPFN","Not applicable","2","0.344144725911406","0.2639802145290125","0.6321121444688957","{}"
"King County","Parsimonious","2500","5","TabPFN","Not applicable","3","0.3351697796094512","0.2638939570961198","0.5707833481975455","{}"
"King County","Parsimonious","2500","5","TabPFN","Not applicable","4","0.3281624319258956","0.2630143996967727","0.6425096456195607","{}"
"King County","Parsimonious","2500","5","TabPFN","Not applicable","5","0.3230635524255599","0.2549411983865643","0.6305647818339828","{}"
"King County","Parsimonious","5000","5","OLS","Not applicable","1","0.3675082931658326","0.2945540129495855","0.5360982220455394","{}"
"King County","Parsimonious","5000","5","OLS","Not applicable","2","0.3555233427475437","0.2857407298686762","0.5307314587259865","{}"
"King County","Parsimonious","5000","5","OLS","Not applicable","3","0.3412315268396136","0.2775867217828159","0.5689877483123837","{}"
"King County","Parsimonious","5000","5","OLS","Not applicable","4","0.3618851837898617","0.2881447237380569","0.5074848686470289","{}"
"King County","Parsimonious","5000","5","OLS","Not applicable","5","0.3636679344273118","0.2906584371161155","0.5615678688277939","{}"
"King County","Parsimonious","5000","5","Ridge","Not applicable","1","0.3674924954850684","0.2945521869699986","0.5361381036744315","{'model__alpha': 1}"
"King County","Parsimonious","5000","5","Ridge","Not applicable","2","0.355567679502639","0.2858399833188492","0.5306144079491819","{'model__alpha': 10}"
"King County","Parsimonious","5000","5","Ridge","Not applicable","3","0.3412686307721571","0.2776955874380227","0.5688940106725959","{'model__alpha': 10}"
"King County","Parsimonious","5000","5","Ridge","Not applicable","4","0.3619724258017275","0.2882449995956789","0.5072473723794432","{'model__alpha': 10}"
"King County","Parsimonious","5000","5","Ridge","Not applicable","5","0.3636401597582306","0.2907082985159935","0.5616348356466528","{'model__alpha': 10}"
"King County","Parsimonious","5000","5","Random Forest","Not applicable","1","0.3521283824832068","0.2818769571238267","0.5741135596280518","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}"
"King County","Parsimonious","5000","5","Random Forest","Not applicable","2","0.3452503817727262","0.2727949381665647","0.5574589777690095","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","5000","5","Random Forest","Not applicable","3","0.3363098854012609","0.265822122529455","0.5813312145061239","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","5000","5","Random Forest","Not applicable","4","0.3496918930882692","0.274432311838807","0.5401151523177168","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}"
"King County","Parsimonious","5000","5","Random Forest","Not applicable","5","0.3457954633300776","0.2698638358322073","0.6036024720960305","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","5000","5","XGBoost","Not applicable","1","0.3466405593625033","0.2775197239412554","0.5872847627749952","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}"
"King County","Parsimonious","5000","5","XGBoost","Not applicable","2","0.3402883177822399","0.270202122953832","0.5700882852401499","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","5000","5","XGBoost","Not applicable","3","0.3274842045112328","0.2616993011491316","0.6030168881934556","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","5000","5","XGBoost","Not applicable","4","0.3437795161402551","0.2705317784295812","0.5555345939663325","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","5000","5","XGBoost","Not applicable","5","0.3426044191800407","0.2688743653706645","0.6108847283202454","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","5000","5","TabPFN","Not applicable","1","0.3386820987058099","0.2683547495908782","0.6060181328973713","{}"
"King County","Parsimonious","5000","5","TabPFN","Not applicable","2","0.3346618675363957","0.2629864200163709","0.5841873856492048","{}"
"King County","Parsimonious","5000","5","TabPFN","Not applicable","3","0.3234438724646192","0.2561072151497424","0.6127520097670809","{}"
"King County","Parsimonious","5000","5","TabPFN","Not applicable","4","0.3401032843565422","0.2641094376307576","0.5649896158702282","{}"
"King County","Parsimonious","5000","5","TabPFN","Not applicable","5","0.3354543539111299","0.2621414864055711","0.6269567200634883","{}"
"King County","Parsimonious","10000","5","OLS","Not applicable","1","0.3565247025986165","0.2868224086005624","0.5525400262768886","{}"
"King County","Parsimonious","10000","5","OLS","Not applicable","2","0.3597340665984202","0.2838521230288214","0.5443657073348006","{}"
"King County","Parsimonious","10000","5","OLS","Not applicable","3","0.3554139898570761","0.2866587642595225","0.5327525065292105","{}"
"King County","Parsimonious","10000","5","OLS","Not applicable","4","0.3443205341336473","0.282188759245045","0.5626103542892913","{}"
"King County","Parsimonious","10000","5","OLS","Not applicable","5","0.3659338179841698","0.2918145729866997","0.4993206251513447","{}"
"King County","Parsimonious","10000","5","Ridge","Not applicable","1","0.3565335675316354","0.2868427961150838","0.5525177739505699","{'model__alpha': 10}"
"King County","Parsimonious","10000","5","Ridge","Not applicable","2","0.3597330896006724","0.2838529487614976","0.5443681822356488","{'model__alpha': 1}"
"King County","Parsimonious","10000","5","Ridge","Not applicable","3","0.3553882570016685","0.2866894828415435","0.5328201638373778","{'model__alpha': 10}"
"King County","Parsimonious","10000","5","Ridge","Not applicable","4","0.3443731292189799","0.2822353018290424","0.5624767212326747","{'model__alpha': 10}"
"King County","Parsimonious","10000","5","Ridge","Not applicable","5","0.3659101359725269","0.2918441781713836","0.4993854276403525","{'model__alpha': 10}"
"King County","Parsimonious","10000","5","Random Forest","Not applicable","1","0.3407937725558201","0.2704337046270685","0.5911554239546049","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","10000","5","Random Forest","Not applicable","2","0.3415032298209663","0.2657645396048996","0.5893773516396356","{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Parsimonious","10000","5","Random Forest","Not applicable","3","0.3411365121753494","0.270182467985237","0.5695384621606987","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","10000","5","Random Forest","Not applicable","4","0.3279078622639251","0.2627102210502353","0.6033145138535314","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","10000","5","Random Forest","Not applicable","5","0.3416428954058831","0.2681548763777588","0.563585275494022","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","10000","5","XGBoost","Not applicable","1","0.3375496875985529","0.2676618056424986","0.5989021250965114","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","10000","5","XGBoost","Not applicable","2","0.3392726804852879","0.266040158307971","0.594723848078064","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","10000","5","XGBoost","Not applicable","3","0.3378278437674775","0.2672469149638593","0.5778480247483421","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}"
"King County","Parsimonious","10000","5","XGBoost","Not applicable","4","0.3231700611775757","0.2603302246241109","0.6146947806567551","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","10000","5","XGBoost","Not applicable","5","0.3411916362184714","0.2688770341516868","0.5647373913143325","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","10000","5","TabPFN","Not applicable","1","0.3326027030212883","0.2613062221197131","0.6105726144784995","{}"
"King County","Parsimonious","10000","5","TabPFN","Not applicable","2","0.332963478009442","0.2586808965950153","0.6096569353305084","{}"
"King County","Parsimonious","10000","5","TabPFN","Not applicable","3","0.333232712731587","0.2611337776455311","0.5892541347640062","{}"
"King County","Parsimonious","10000","5","TabPFN","Not applicable","4","0.3160439930207262","0.2525819335432075","0.6314997969554199","{}"
"King County","Parsimonious","10000","5","TabPFN","Not applicable","5","0.3346138035969663","0.259412539068585","0.5813584663078804","{}"
"King County","Parsimonious","21613","5","OLS","Not applicable","1","0.3560929799084882","0.2837500186619682","0.5512964261611135","{}"
"King County","Parsimonious","21613","5","OLS","Not applicable","2","0.3536140470162607","0.2851032559476315","0.5402853429709132","{}"
"King County","Parsimonious","21613","5","OLS","Not applicable","3","0.3658573350304843","0.2899108751910513","0.5196676187670533","{}"
"King County","Parsimonious","21613","5","OLS","Not applicable","4","0.3525493892251632","0.2834136938213326","0.5543297583808302","{}"
"King County","Parsimonious","21613","5","OLS","Not applicable","5","0.3556894424130861","0.2851303016539042","0.5390154472265904","{}"
"King County","Parsimonious","21613","5","Ridge","Not applicable","1","0.3560938586170107","0.2837647224110268","0.5512942116825186","{'model__alpha': 10}"
"King County","Parsimonious","21613","5","Ridge","Not applicable","2","0.3536169288423042","0.2851116499821873","0.5402778499254259","{'model__alpha': 10}"
"King County","Parsimonious","21613","5","Ridge","Not applicable","3","0.3658483802609283","0.2899178949793027","0.5196911318292947","{'model__alpha': 10}"
"King County","Parsimonious","21613","5","Ridge","Not applicable","4","0.3525492425208076","0.2834290296816816","0.5543301292891569","{'model__alpha': 10}"
"King County","Parsimonious","21613","5","Ridge","Not applicable","5","0.3556934788708122","0.2851430512735075","0.539004984418332","{'model__alpha': 10}"
"King County","Parsimonious","21613","5","Random Forest","Not applicable","1","0.3336739991205742","0.2608287786278436","0.6060170410879178","{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","21613","5","Random Forest","Not applicable","2","0.3332038320931731","0.2646170244088877","0.5918222680728246","{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","21613","5","Random Forest","Not applicable","3","0.3444008229137","0.2666075942434122","0.5743558262852828","{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","21613","5","Random Forest","Not applicable","4","0.3329629582278035","0.2632524443326946","0.602473993529959","{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Parsimonious","21613","5","Random Forest","Not applicable","5","0.3393665903617719","0.266414110802","0.5803544775134666","{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 500}"
"King County","Parsimonious","21613","5","XGBoost","Not applicable","1","0.3303359283254869","0.2614803801096981","0.613860413209779","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","21613","5","XGBoost","Not applicable","2","0.3314086678734163","0.2625540442321911","0.5962086053424138","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","21613","5","XGBoost","Not applicable","3","0.3398897152204334","0.266101464059431","0.5854333340246616","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","21613","5","XGBoost","Not applicable","4","0.3288006158633579","0.2586512365971006","0.6123507503427297","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","21613","5","XGBoost","Not applicable","5","0.3362669502747636","0.2660737524016615","0.5879852216847881","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Parsimonious","21613","5","TabPFN","Not applicable","1","0.3224952379098368","0.2528468927340689","0.6319733090854391","{}"
"King County","Parsimonious","21613","5","TabPFN","Not applicable","2","0.3254991418901471","0.2555046065307629","0.6104806568635344","{}"
"King County","Parsimonious","21613","5","TabPFN","Not applicable","3","0.3336746148967122","0.2582804136000327","0.600455949661705","{}"
"King County","Parsimonious","21613","5","TabPFN","Not applicable","4","0.3220275733437717","0.251111981070047","0.628156818860317","{}"
"King County","Parsimonious","21613","5","TabPFN","Not applicable","5","0.3311343516874929","0.2585111831116641","0.6004667789360342","{}"
"King County","Extended","1000","5","OLS","One-hot encoded","1","0.2045672228204244","0.1517855577258348","0.8884797585530517","{}"
"King County","Extended","1000","5","OLS","One-hot encoded","2","0.2103000202978343","0.1524166176744893","0.8162265915957575","{}"
"King County","Extended","1000","5","OLS","One-hot encoded","3","0.2185157196500553","0.1559746530622867","0.829975050272921","{}"
"King County","Extended","1000","5","OLS","One-hot encoded","4","0.2170613939399505","0.1542657488726706","0.8554605738590055","{}"
"King County","Extended","1000","5","OLS","One-hot encoded","5","0.1928402595844612","0.1447309735269376","0.8641672998636907","{}"
"King County","Extended","1000","5","Ridge","One-hot encoded","1","0.2012991047746621","0.1500047438143488","0.8920145383115915","{'model__alpha': 1}"
"King County","Extended","1000","5","Ridge","One-hot encoded","2","0.2046596604450193","0.1517669485678655","0.8259521994519177","{'model__alpha': 1}"
"King County","Extended","1000","5","Ridge","One-hot encoded","3","0.2126443103265625","0.1498903604664024","0.8389892699368992","{'model__alpha': 1}"
"King County","Extended","1000","5","Ridge","One-hot encoded","4","0.2217205596584358","0.1578387089931724","0.849188977980277","{'model__alpha': 1}"
"King County","Extended","1000","5","Ridge","One-hot encoded","5","0.1975923218944618","0.1500616124799757","0.8573903059152955","{'model__alpha': 1}"
"King County","Extended","1000","5","Random Forest","One-hot encoded","1","0.2337165558766326","0.1596247114473533","0.8544337956015757","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","1000","5","Random Forest","One-hot encoded","2","0.2267060860839231","0.1600770944622115","0.7864348429506828","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","1000","5","Random Forest","One-hot encoded","3","0.2227960900091015","0.1546353893971676","0.8232487820311017","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}"
"King County","Extended","1000","5","Random Forest","One-hot encoded","4","0.2295512276318475","0.1695367012100611","0.838348257571038","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","1000","5","Random Forest","One-hot encoded","5","0.2062449840273595","0.152738703389558","0.8446269435112651","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","1000","5","XGBoost","One-hot encoded","1","0.2029901655127861","0.1404760545660934","0.8901926027009537","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","1000","5","XGBoost","One-hot encoded","2","0.2027533998757767","0.1432858957462344","0.829179365059427","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","1000","5","XGBoost","One-hot encoded","3","0.2220202027328995","0.159321554455401","0.8244777104901447","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","1000","5","XGBoost","One-hot encoded","4","0.202624419190847","0.1509490281959634","0.8740481018884277","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","1000","5","XGBoost","One-hot encoded","5","0.1973837705344801","0.1439613388330252","0.8576911855230361","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 300, 'model__subsample': 1.0}"
"King County","Extended","1000","5","TabPFN","Category-coded","1","0.1823975270661897","0.1288390515525078","0.9113416806662992","{}"
"King County","Extended","1000","5","TabPFN","Category-coded","2","0.1825109402641945","0.1281356359617722","0.8615854178541335","{}"
"King County","Extended","1000","5","TabPFN","Category-coded","3","0.2036551004988934","0.1392651780215608","0.8523144964298096","{}"
"King County","Extended","1000","5","TabPFN","Category-coded","4","0.1835915960179076","0.1320505773651094","0.8965985222644026","{}"
"King County","Extended","1000","5","TabPFN","Category-coded","5","0.1692225507452134","0.1224228590358616","0.8954015152922744","{}"
"King County","Extended","2500","5","OLS","One-hot encoded","1","0.2029727091810179","0.1521907048254697","0.8557005945139615","{}"
"King County","Extended","2500","5","OLS","One-hot encoded","2","0.1980316399467605","0.1400171842184611","0.8781845474948743","{}"
"King County","Extended","2500","5","OLS","One-hot encoded","3","0.1768725774423574","0.129867387631135","0.8804724923356289","{}"
"King County","Extended","2500","5","OLS","One-hot encoded","4","0.1944723609858652","0.142113643769834","0.8744541449204044","{}"
"King County","Extended","2500","5","OLS","One-hot encoded","5","0.1871464510377939","0.1421185952404864","0.8760274434708756","{}"
"King County","Extended","2500","5","Ridge","One-hot encoded","1","0.2029684897326321","0.1522097448189492","0.8557065939172054","{'model__alpha': 0.1}"
"King County","Extended","2500","5","Ridge","One-hot encoded","2","0.1979927521286451","0.1399605598544127","0.8782323850226753","{'model__alpha': 0.01}"
"King County","Extended","2500","5","Ridge","One-hot encoded","3","0.1770053001817412","0.1301456644737672","0.8802930414501551","{'model__alpha': 0.1}"
"King County","Extended","2500","5","Ridge","One-hot encoded","4","0.1944810509491284","0.1421751117218751","0.8744429246807953","{'model__alpha': 0.1}"
"King County","Extended","2500","5","Ridge","One-hot encoded","5","0.1872825948196961","0.1422133977547907","0.8758470047634002","{'model__alpha': 0.1}"
"King County","Extended","2500","5","Random Forest","One-hot encoded","1","0.2196096360725485","0.1558073883986677","0.8310757383743752","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","2500","5","Random Forest","One-hot encoded","2","0.2079012009763422","0.1440348059580874","0.865739824334565","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","2500","5","Random Forest","One-hot encoded","3","0.1830671286233702","0.1305675062804316","0.8719535347099203","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","2500","5","Random Forest","One-hot encoded","4","0.1977570273757845","0.140174208980226","0.8701773541639796","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","2500","5","Random Forest","One-hot encoded","5","0.1908607083852404","0.1405743611337692","0.8710576953035206","{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}"
"King County","Extended","2500","5","XGBoost","One-hot encoded","1","0.1919335775572383","0.1398955307096543","0.8709698620309819","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","2500","5","XGBoost","One-hot encoded","2","0.1849494069695866","0.1310435037637913","0.8937475137551318","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","2500","5","XGBoost","One-hot encoded","3","0.1662495972552109","0.1208577155548539","0.8943989932516526","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","2500","5","XGBoost","One-hot encoded","4","0.1841115437186152","0.1331315276755513","0.8874750977560198","{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","2500","5","XGBoost","One-hot encoded","5","0.1804767885550399","0.1294296712341228","0.8847064333235313","{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}"
"King County","Extended","2500","5","TabPFN","Category-coded","1","0.1758069969122664","0.128662394790033","0.8917416120646786","{}"
"King County","Extended","2500","5","TabPFN","Category-coded","2","0.1722975515109363","0.1168006160992525","0.9077871539043644","{}"
"King County","Extended","2500","5","TabPFN","Category-coded","3","0.1547399637968994","0.1083430600823167","0.9085145904466396","{}"
"King County","Extended","2500","5","TabPFN","Category-coded","4","0.1678307988572036","0.1171205338793822","0.9064960561805804","{}"
"King County","Extended","2500","5","TabPFN","Category-coded","5","0.1678790933082586","0.118956947811978","0.900240194061583","{}"
"King County","Extended","5000","5","OLS","One-hot encoded","1","0.1869563438893897","0.1378270593447379","0.8799472363018025","{}"
"King County","Extended","5000","5","OLS","One-hot encoded","2","0.1904472575170762","0.1400370551483331","0.8653412291571816","{}"
"King County","Extended","5000","5","OLS","One-hot encoded","3","0.178437661527199","0.134363872631831","0.8821405628767375","{}"
"King County","Extended","5000","5","OLS","One-hot encoded","4","0.1938589594852037","0.1415760286219262","0.8586649987535289","{}"
"King County","Extended","5000","5","OLS","One-hot encoded","5","0.1911225943690581","0.1391432863041228","0.8789077304335602","{}"
"King County","Extended","5000","5","Ridge","One-hot encoded","1","0.1869700725203217","0.1378170231483442","0.8799296041576885","{'model__alpha': 0.1}"
